step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
177,45348,708,0.8800434880824078,0.0,0.41605839416058393
178,45672,712,0.5336079468489379,0.0,0.49295774647887325
179,45996,716,1.2791903704409742,0.0,0.48148148148148145
180,46288,720,0.9736893986942354,0.0,0.5384615384615384
181,46548,724,1.3765237432562119,0.0,0.4701492537313433
182,46680,728,1.0815208933359828,0.0,0.3404255319148936
183,47356,732,0.9487269123705379,0.0,0.44081632653061226
184,47488,736,0.7558540582602518,0.0,0.47058823529411764
185,47940,740,0.6032439912405607,0.0,0.6239316239316239
186,48264,744,0.780726203287054,0.0,0.52
187,48460,748,1.0197457166333455,0.0,0.5774647887323944
188,48784,752,1.1862305612241926,0.0,0.4214876033057851
189,49140,756,0.6768479767164536,0.0,0.5798319327731093
190,49496,760,0.6904918470748023,0.0,0.4642857142857143
191,49660,764,1.3750101943797197,0.0,0.410958904109589
192,49888,768,0.9559378656543361,0.0,0.5977011494252874
193,50148,772,0.8136260855112825,0.0,0.6428571428571429
194,50312,776,1.1913620942274794,0.0,0.5797101449275363
195,50444,780,0.7411258992733565,0.0,0.5
196,50928,784,0.628859248285759,0.0,0.5671641791044776
197,51124,788,1.0568500420876565,0.0,0.4861111111111111
198,51448,792,0.6756297461129726,0.0,0.5568181818181818
199,51964,796,0.6368886527828579,0.0,0.5407407407407407
200,52384,800,1.622202518680218,0.0,0.4641350210970464
201,52740,804,0.6816020006413138,0.0,0.5846153846153846
202,52968,808,0.5894665403033806,0.0,0.6410256410256411
203,53100,812,0.7636041685851525,0.0,0.4473684210526316
204,53264,816,1.0609585755607986,0.0,0.47761194029850745
205,53588,820,0.9916863909383755,0.0,0.45535714285714285
206,53720,824,1.006471972734653,0.25,0.5
207,53948,828,0.5517030447120305,0.0,0.5
208,54112,832,0.7490429533408133,0.0,0.5238095238095238
209,54308,836,0.8679905582692301,0.0,0.43333333333333335
210,54472,840,1.0269505147642486,0.25,0.5081967213114754
211,54668,844,0.8365172392713854,0.0,0.6428571428571429
212,54896,848,1.3389908574829599,0.0,0.4528301886792453
213,55124,852,0.5610015487372754,0.0,0.6190476190476191
214,55544,856,1.0655898416051899,0.0,0.42953020134228187
215,55772,860,0.6411229078881401,0.0,0.5454545454545454
216,55936,864,1.2453750568040416,0.0,0.4074074074074074
217,56164,868,0.782075974548934,0.0,0.5662650602409639
218,56424,872,1.0401794351537093,0.0,0.5
219,56588,876,1.2514996096021058,0.0,0.4857142857142857
220,56720,880,0.8174448075529654,0.0,0.5454545454545454
221,57108,884,0.9678953341713776,0.0,0.47297297297297297
222,57304,888,1.043144091700545,0.0,0.5
223,57468,892,1.4644624530848522,0.0,0.3815789473684211
224,57696,896,0.9571138077389539,0.0,0.35
225,57892,900,0.7886494071051856,0.25,0.4745762711864407
226,58408,904,0.7355461517733828,0.0,0.5030674846625767
227,58604,908,1.1862649018483353,0.0,0.42045454545454547
228,58864,912,0.9287636359012368,0.0,0.4578313253012048
229,58996,916,1.1797901142126648,0.0,0.38461538461538464
230,59192,920,0.8623984494460274,0.0,0.5507246376811594
231,59292,924,0.8503493792978286,0.0,0.6
232,59456,928,0.8915638157149441,0.0,0.40816326530612246
233,59588,932,0.7698825286228839,0.0,0.4473684210526316
234,59944,936,0.8941963907753813,0.0,0.44761904761904764
235,60076,940,0.5984622979346114,0.0,0.2777777777777778
236,60176,944,1.2360842608071227,0.0,0.49056603773584906
237,60276,948,0.7916733467051623,0.0,0.3888888888888889
238,60568,952,1.3089844979921004,0.0,0.4230769230769231
239,61020,956,0.6758659113134952,0.0,0.528
240,61344,960,0.5310651764166687,0.0,0.68
241,61604,964,0.7621382806634301,0.0,0.31666666666666665
242,61800,968,0.8626731801121877,0.0,0.5454545454545454
243,61964,972,0.8611655569570577,0.0,0.37142857142857144
244,62192,976,0.70024424604978,0.0,0.40350877192982454
245,62356,980,1.1425968394847588,0.0,0.3333333333333333
246,62776,984,0.6509030735996372,0.0,0.46
247,62972,988,1.2852821261263065,0.0,0.4659090909090909
248,63328,992,1.1720336008951067,0.0,0.52
249,63492,996,1.1288907900775667,0.0,0.4925373134328358
250,63784,1000,1.1461476608438412,0.0,0.42857142857142855
251,64108,1004,1.3610027364495,0.0,0.44025157232704404
252,64496,1008,0.6769822708500972,0.0,0.5230769230769231
253,64596,1012,0.6245495163441471,0.0,0.5454545454545454
254,64824,1016,1.3755726701837765,0.0,0.38613861386138615
255,65148,1020,0.5132286762458534,0.25,0.6526315789473685
256,65600,1024,1.104790806539391,0.0,0.48756218905472637
257,65796,1028,1.070832040374565,0.0,0.3387096774193548
258,66024,1032,0.4885480505428209,0.0,0.6739130434782609
259,66252,1036,1.337455452967593,0.0,0.48360655737704916
260,66448,1040,1.05047157886144,0.0,0.5394736842105263
261,66644,1044,0.9389256006572397,0.25,0.3333333333333333
262,66872,1048,0.8872263097277224,0.0,0.5402298850574713
263,67004,1052,0.9661119904519977,0.0,0.4897959183673469
264,67264,1056,1.0167063667103604,0.0,0.47058823529411764
265,67428,1060,0.8071984387725024,0.0,0.5370370370370371
266,67560,1064,1.0387004347879154,0.0,0.3235294117647059
267,67724,1068,1.100895208781294,0.0,0.46938775510204084
268,67856,1072,0.8313534603481458,0.0,0.3548387096774194
269,68180,1076,0.8546949031785516,0.0,0.46
270,68472,1080,0.8876149685460707,0.0,0.5370370370370371
271,68796,1084,0.6856450341385789,0.0,0.5531914893617021
272,68992,1088,0.7698694738751025,0.25,0.5925925925925926
273,69092,1092,0.9587620512347107,0.0,0.3333333333333333
274,69288,1096,0.6040513136526594,0.0,0.5084745762711864
275,69452,1100,0.8800825538567733,0.0,0.3541666666666667
276,69680,1104,1.037187096206305,0.0,0.4235294117647059
277,69876,1108,0.8135940452238932,0.0,0.5245901639344263
278,70104,1112,0.8738482790683649,0.0,0.5068493150684932
279,70236,1116,0.7554002702348952,0.0,0.6
280,70560,1120,0.7339905575190095,0.0,0.6356589147286822
281,70692,1124,0.9668913022430161,0.0,0.5116279069767442
282,70920,1128,1.0631975799591082,0.0,0.5833333333333334
283,71180,1132,1.1835468438496264,0.0,0.42574257425742573
284,71440,1136,0.42036325578742434,0.0,0.574468085106383
285,71604,1140,0.6029526989955047,0.0,0.4878048780487805
286,71864,1144,1.3521931938624219,0.0,0.35514018691588783
287,72348,1148,0.7607370055485352,0.25,0.5697674418604651
288,72544,1152,0.6279941610274666,0.0,0.4
289,72836,1156,0.7364911926767592,0.0,0.6934306569343066
290,72968,1160,0.6725650360345753,0.0,0.45454545454545453
291,73356,1164,1.0811793467835438,0.0,0.4900662251655629
292,73648,1168,1.060463191483965,0.0,0.3958333333333333
293,74004,1172,0.8545041665792102,0.0,0.528
294,74200,1176,1.0506312279131937,0.0,0.5512820512820513
295,74460,1180,0.5026485132057275,0.0,0.5573770491803278
296,74880,1184,1.1269659244437769,0.0,0.41007194244604317
297,75332,1188,0.6296680814967236,0.0,0.5797101449275363
298,75432,1192,0.7521129887701439,0.0,0.4642857142857143
299,75596,1196,1.3932159465464795,0.0,0.391304347826087
300,75792,1200,1.1011708798997766,0.0,0.3815789473684211
301,75988,1204,0.7944750314462604,0.0,0.4626865671641791
302,76152,1208,0.9231335355145713,0.0,0.543859649122807
303,76316,1212,0.9219987058264086,0.0,0.3684210526315789
304,76704,1216,1.0061500628613962,0.0,0.5149253731343284
305,76900,1220,0.7629828271493504,0.0,0.640625
306,77064,1224,1.0622947620757621,0.0,0.4909090909090909
307,77260,1228,0.9345421595594114,0.0,0.5903614457831325
308,77520,1232,0.8317218196266367,0.25,0.410958904109589
309,77812,1236,1.004766027202873,0.0,0.525
310,78040,1240,0.7599215602018636,0.0,0.5
311,78172,1244,1.147135722195708,0.0,0.21212121212121213
312,78464,1248,1.0095861571846196,0.0,0.4803921568627451
313,78724,1252,0.7695889771493966,0.0,0.4393939393939394
314,78824,1256,0.8716488333528106,0.0,0.3793103448275862
315,79052,1260,0.8008446329887062,0.0,0.4230769230769231
316,79184,1264,0.9963241956596903,0.0,0.54
317,79380,1268,1.4559241164613317,0.0,0.36363636363636365
318,79608,1272,1.2584909715748187,0.0,0.4186046511627907
319,79708,1276,0.869338139143656,0.0,0.5454545454545454
320,79808,1280,0.5133596214551895,0.0,0.7419354838709677
321,80036,1284,1.022800868369151,0.0,0.6742424242424242
322,80264,1288,0.6886693744353709,0.0,0.45614035087719296
323,80716,1292,0.5356323707351879,0.0,0.5967741935483871
324,80944,1296,1.097228212087066,0.0,0.4358974358974359
325,81236,1300,1.1303526428967516,0.0,0.509090909090909
326,81400,1304,1.2353606679262885,0.0,0.47619047619047616
327,81500,1308,1.1985962237333296,0.0,0.3870967741935484
328,82016,1312,1.4955273330223178,0.0,0.43283582089552236
329,82276,1316,1.2098950905671018,0.0,0.453781512605042
330,82632,1320,0.629403545056729,0.0,0.5168539325842697
331,82828,1324,1.5214147486277698,0.0,0.3424657534246575
332,83280,1328,0.4813124168783557,0.0,0.6357142857142857
333,83572,1332,1.347557390522666,0.0,0.4036697247706422
334,83800,1336,1.028787592044994,0.0,0.4861111111111111
335,84188,1340,0.6619183434898483,0.0,0.4909090909090909
336,84352,1344,1.0545256261387839,0.0,0.375
337,84548,1348,0.6630174886835448,0.0,0.5294117647058824
338,84776,1352,1.000742518492273,0.0,0.5769230769230769
339,85036,1356,0.6231151551053018,0.0,0.5555555555555556
340,85232,1360,0.6026814214859769,0.0,0.5
341,85364,1364,1.1890457708998838,0.0,0.39622641509433965
342,85720,1368,0.7963794900185431,0.0,0.4536082474226804
343,85916,1372,1.5051414721806697,0.0,0.4666666666666667
344,86176,1376,0.6888409371977787,0.25,0.6132075471698113
345,86372,1380,1.2852771292706053,0.0,0.43902439024390244
346,86568,1384,0.9762919073363795,0.0,0.4603174603174603
347,86828,1388,0.5837730966656408,0.0,0.5454545454545454
348,86992,1392,0.9764586620643969,0.0,0.38636363636363635
349,87220,1396,1.2920008538437937,0.0,0.44954128440366975
350,87448,1400,1.2669599429614729,0.0,0.5126050420168067
351,87708,1404,1.2657023721704035,0.0,0.34444444444444444
352,88256,1408,0.6512503151707412,0.0,0.5
353,88580,1412,0.8626509031431489,0.0,0.49038461538461536
354,88936,1416,0.5627101849712,0.0,0.5365853658536586
355,89452,1420,1.3173907660280522,0.0,0.3894230769230769
356,89648,1424,1.3103981999355405,0.0,0.3902439024390244
357,89972,1428,0.8859620250384797,0.0,0.5419847328244275
358,90136,1432,1.0156698631156178,0.0,0.45454545454545453
359,90300,1436,0.8049558416591026,0.0,0.3953488372093023
360,90464,1440,1.070769728690666,0.0,0.32
361,90628,1444,0.9297787382604475,0.0,0.56
362,90792,1448,0.6732180269849778,0.0,0.5
363,91052,1452,0.9009736002672071,0.0,0.25806451612903225
364,91216,1456,1.2166669531680736,0.0,0.47058823529411764
365,91316,1460,1.2495733607862045,0.0,0.40540540540540543
366,91480,1464,1.1963529872427556,0.0,0.4626865671641791
367,91804,1468,0.8807014859750234,0.0,0.5045871559633027
368,91968,1472,0.7583886854531011,0.0,0.47619047619047616
369,92260,1476,0.36372152567503996,0.0,0.6794871794871795
370,92392,1480,0.8185101092524292,0.0,0.2857142857142857
371,92652,1484,1.642765126565564,0.0,0.391304347826087
372,93040,1488,0.6874155532866099,0.0,0.504950495049505
373,93524,1492,0.661474360304331,0.0,0.6285714285714286
374,93848,1496,0.8303240587621804,0.0,0.5462962962962963
375,94044,1500,0.6026360808685354,0.0,0.5932203389830508
376,94208,1504,0.625523310223034,0.0,0.6964285714285714
377,94692,1508,0.8149237550487669,0.0,0.5220125786163522
378,94952,1512,0.728321433803103,0.0,0.4868421052631579
379,95116,1516,0.7892926737570087,0.0,0.5116279069767442
380,95312,1520,0.650206880982599,0.0,0.5714285714285714
381,95540,1524,0.8118920199224833,0.0,0.49206349206349204
382,96024,1528,0.44816641332191315,0.0,0.6532258064516129
383,96348,1532,1.1964948722818007,0.0,0.5357142857142857
384,97024,1536,0.9004650304946247,0.0,0.4605809128630705
385,97220,1540,0.7260842495732808,0.0,0.4
386,97480,1544,1.0463320621822279,0.0,0.4482758620689655
387,97676,1548,0.8866660288373774,0.0,0.5238095238095238
388,97840,1552,0.911905912042057,0.0,0.4186046511627907
389,97972,1556,1.045555014270758,0.0,0.39622641509433965
390,98296,1560,0.6547619915071301,0.0,0.631578947368421
391,98524,1564,1.2172514298762376,0.0,0.494949494949495
392,98752,1568,0.3655488151747704,0.25,0.6938775510204082
393,98980,1572,0.5091426541725274,0.0,0.6078431372549019
394,99208,1576,1.6886510459817408,0.0,0.48201438848920863
395,99372,1580,1.3023961398354733,0.0,0.3392857142857143
396,99536,1584,1.1331015909992128,0.0,0.4909090909090909
397,99828,1588,0.49432859034559445,0.25,0.6081081081081081
398,99960,1592,0.7691786288043659,0.0,0.25925925925925924
399,100188,1596,1.3331016620046674,0.0,0.3942307692307692
400,100384,1600,0.8600368408262208,0.0,0.2857142857142857
401,100676,1604,0.8875704003787783,0.0,0.41237113402061853
402,100904,1608,1.0379563608702613,0.0,0.5662650602409639
403,101292,1612,0.831484144684282,0.0,0.45901639344262296
404,101776,1616,1.035566329744009,0.0,0.5026455026455027
405,102004,1620,1.1422535036831893,0.0,0.43373493975903615
406,102136,1624,1.0524358698879952,0.0,0.42857142857142855
407,102428,1628,1.4784363886858045,0.0,0.43790849673202614
408,102592,1632,0.8680094826537242,0.0,0.5555555555555556
409,102756,1636,0.41299004949652945,0.0,0.5625
410,102920,1640,0.5972065357878455,0.0,0.58
411,103148,1644,1.2083038621965183,0.0,0.5178571428571429
412,103536,1648,0.8409399030483958,0.0,0.43243243243243246
413,103700,1652,0.89718179419433,0.0,0.46153846153846156
414,104184,1656,0.5813387398834069,0.0,0.6370967741935484
415,104316,1660,0.7354796566901314,0.0,0.5
416,104480,1664,0.8361081567796645,0.0,0.4318181818181818
417,104740,1668,0.8378710938865426,0.0,0.5849056603773585
418,104936,1672,0.7030062565976852,0.25,0.6285714285714286
419,105100,1676,0.8611433586309432,0.0,0.2631578947368421
420,105456,1680,1.1619060082335968,0.0,0.4879518072289157
421,105620,1684,1.0554281891109714,0.0,0.4406779661016949
422,105784,1688,0.8843300000485034,0.0,0.3958333333333333
423,106044,1692,1.1860315973218292,0.0,0.5076923076923077
424,106272,1696,1.0481680518988599,0.0,0.5945945945945946
425,106436,1700,0.9470763506300862,0.0,0.3409090909090909
426,106632,1704,0.7179845466437351,0.0,0.375
427,106828,1708,0.8385883774864246,0.0,0.5084745762711864
428,106992,1712,0.9160915416970965,0.0,0.4909090909090909
429,107188,1716,0.5894084245605503,0.0,0.5416666666666666
430,107608,1720,0.773633439302816,0.0,0.5089285714285714
431,107740,1724,1.0129015553203315,0.0,0.48214285714285715
432,108064,1728,0.8031609990027573,0.0,0.5954198473282443
433,108292,1732,1.022294597351408,0.0,0.38028169014084506
434,108424,1736,0.7947392158343063,0.0,0.5135135135135135
435,108684,1740,0.6818458291070328,0.0,0.59
436,108912,1744,0.5689103477639167,0.25,0.6206896551724138
437,109268,1748,0.8809449558955584,0.0,0.45901639344262296
438,109624,1752,1.076607029425461,0.0,0.506578947368421
439,109724,1756,0.5434548614170126,0.0,0.75
440,110048,1760,0.5688044738711505,0.0,0.5205479452054794
441,110212,1764,0.9723603734373771,0.0,0.4444444444444444
442,110472,1768,0.7090572466101774,0.0,0.6395348837209303
443,110828,1772,0.9470186859342902,0.0,0.5379310344827586
444,110928,1776,0.6807580312363521,0.0,0.5416666666666666
445,111220,1780,0.7540818244511077,0.0,0.5108695652173914
446,111672,1784,0.7920238393183159,0.0,0.47692307692307695
447,111836,1788,1.1094648290073383,0.0,0.484375
448,112320,1792,0.7582225106749684,0.0,0.4647887323943662
449,112676,1796,1.1563015522179656,0.0,0.47619047619047616
450,112840,1800,1.6917242672666908,0.0,0.3333333333333333
451,112940,1804,0.5849923741470169,0.0,0.42857142857142855
452,113200,1808,0.5248775607788503,0.25,0.7
453,113556,1812,1.0349507250368168,0.0,0.5978835978835979
454,113720,1816,0.7588146514822075,0.0,0.5833333333333334
455,113916,1820,0.5704717758272939,0.0,0.6041666666666666
456,114208,1824,0.7324390171406575,0.0,0.5125
457,114724,1828,0.8021098744541973,0.0,0.50920245398773
458,114824,1832,1.2904902040044062,0.0,0.4594594594594595
459,115212,1836,1.0742122292574,0.0,0.5
460,115376,1840,0.6836859808910958,0.0,0.6730769230769231
461,115572,1844,0.6770893554875026,0.0,0.5
462,115832,1848,0.9914434513694231,0.0,0.42696629213483145
463,116124,1852,0.9378521834644844,0.0,0.48672566371681414
464,116256,1856,0.5614994871858926,0.0,0.5609756097560976
465,116548,1860,1.118120943198897,0.0,0.4423076923076923
466,116712,1864,1.2537653940734528,0.0,0.44285714285714284
467,116940,1868,0.9341595257455472,0.0,0.5604395604395604
468,117168,1872,0.9778662937507762,0.0,0.5542168674698795
469,117364,1876,1.2137635288185267,0.0,0.4482758620689655
470,117816,1880,0.72408635513679,0.0,0.5405405405405406
471,118044,1884,1.1453545909722898,0.0,0.4215686274509804
472,118592,1888,0.6633557322133984,0.0,0.55
473,118692,1892,0.6850700151925896,0.0,0.3125
474,118856,1896,1.154903495862436,0.0,0.4696969696969697
475,119116,1900,0.9900141508544323,0.0,0.40860215053763443
476,119344,1904,1.081165884668631,0.0,0.4177215189873418
477,119508,1908,1.158262547338436,0.0,0.5223880597014925
478,119704,1912,1.0970100555720517,0.0,0.4444444444444444
479,119964,1916,0.7567160738674147,0.0,0.5636363636363636
480,120096,1920,0.7593696068870486,0.0,0.5666666666666667
481,120260,1924,0.8513126230597845,0.0,0.47058823529411764
482,120680,1928,0.880273527427408,0.0,0.48148148148148145
483,120844,1932,0.5525894564933334,0.0,0.6
484,121040,1936,0.9544478698343785,0.0,0.4666666666666667
